protocol,address,date,type,subject,body,toa,sc_toa,service_center,read,status,locked,date_sent,sub_id,readable_date,contact_name
0,AirtelMoney,1760793145900,1,,"TID:CI251018.1412.B35872 Vous avez envoye 1000.00 FCFA a Souleymane Ousmane,65****93. Le solde de votre compte est  178030.80 FCFA",,,00000000000,1,-1,0,1760793136000,2,18 oct. 2025 14:12:25,(Unknown)
0,AirtelMoney,1760793150890,1,,Vous avez recu une commission de 8.00 FCFA. Trans.ID: CI251018.1412.B35872,,,00000000000,1,-1,0,1760793136000,2,18 oct. 2025 14:12:30,(Unknown)
0,AirtelMoney,1760794059706,1,,Vous avez recu une commission de 0.50 FCFA. Trans.ID: CI251018.1427.B36143,,,00000000000,1,-1,0,1760794059000,2,18 oct. 2025 14:27:39,(Unknown)
0,AirtelMoney,1760794329857,1,,Vous avez recu une commission de 10.00 FCFA. Trans.ID: MB251018.1432.A87220,,,00000000000,1,-1,0,1760794330000,2,18 oct. 2025 14:32:09,(Unknown)
0,AirtelMoney,1760795670075,1,,Vous avez recu une commission de 8.00 FCFA. Trans.ID: CO251018.1454.A12141,,,00000000000,1,-1,0,1760795670000,2,18 oct. 2025 14:54:30,(Unknown)
0,AirtelMoney,1760795670243,1,,TID: CO251018.1454.A12141. RECU 1000.00 FCFA du 66****62. Le solde de votre compte Airtel Money est 179040.80 FCFA.,,,00000000000,1,-1,0,1760795670000,2,18 oct. 2025 14:54:30,(Unknown)
0,AirtelMoney,1760797083171,1,,"TID : PP251018.1518.B48413,Cher client votre transaction a echoue car  votre beneficiaire est indisponible, veuillez reessayer plus tard.",,,00000000000,1,-1,0,1760797082000,2,18 oct. 2025 15:18:03,(Unknown)
0,AirtelMoney,1760797350718,1,,Vous avez recu une commission de 1.15 FCFA. Trans.ID: CO251018.1522.A12306,,,00000000000,1,-1,0,1760797350000,2,18 oct. 2025 15:22:30,(Unknown)
0,AirtelMoney,1760798972509,1,,"TID: PP251018.1549.A57016. Vous avez recu 5250.00 FCFA de  MAHAMAT HAROUN,63382511. Votre solde est 184290.80 FCFA",,,00000000000,1,-1,0,1760798971000,2,18 oct. 2025 15:49:32,(Unknown)
0,AirtelMoney,1760799003013,1,,"TIDPP251018.1550.B49100.Vous avez envoye 5250.00FCFA a Abdelkerim Mbailassem, 63405279 REF1.Solde est 179040.80 FCFA.",,,00000000000,1,-1,0,1760799003000,2,18 oct. 2025 15:50:03,(Unknown)
0,AirtelMoney,1760799914488,1,,Vous avez recu une commission de 10.00 FCFA. Trans.ID: MB251018.1605.A90310,,,00000000000,1,-1,0,1760799913000,2,18 oct. 2025 16:05:14,(Unknown)
0,AirtelMoney,1760800821983,1,,"TID:CI251018.1620.A41979 Vous avez envoye 1500.00 FCFA a Souleymane Ousmane,65****93. Le solde de votre compte est  177550.80 FCFA",,,00000000000,1,-1,0,1760800821000,2,18 oct. 2025 16:20:21,(Unknown)
0,AirtelMoney,1760800822087,1,,Vous avez recu une commission de 12.00 FCFA. Trans.ID: CI251018.1620.A41979,,,00000000000,1,-1,0,1760800821000,2,18 oct. 2025 16:20:22,(Unknown)
0,AirtelMoney,1760800975579,1,,"TID:CI251018.1622.A42037 Vous avez envoye 750.00 FCFA a Kalthouma Gamane,62****00. Le solde de votre compte est  176800.80 FCFA",,,00000000000,1,-1,0,1760800975000,2,18 oct. 2025 16:22:55,(Unknown)
0,AirtelMoney,1760800975730,1,,Vous avez recu une commission de 6.00 FCFA. Trans.ID: CI251018.1622.A42037,,,00000000000,1,-1,0,1760800975000,2,18 oct. 2025 16:22:55,(Unknown)
0,AirtelMoney,1760801211140,1,,Vous avez recu une commission de 0.50 FCFA. Trans.ID: CI251018.1626.B38116,,,00000000000,1,-1,0,1760801211000,2,18 oct. 2025 16:26:51,(Unknown)
0,AirtelMoney,1760803396065,1,,"TID: PP251018.1703.B50849. Vous avez recu 52500.00 FCFA de  ZENABA HAROUN,60190485. Votre solde est 229300.80 FCFA",,,00000000000,1,-1,0,1760803395000,2,18 oct. 2025 17:03:16,(Unknown)
0,AirtelMoney,1760803428036,1,,"TIDPP251018.1703.B50864.Vous avez envoye 52500.00FCFA a Yaya Tchari, 63337465 REF1.Solde est 176800.80 FCFA.",,,00000000000,1,-1,0,1760803428000,2,18 oct. 2025 17:03:48,(Unknown)
0,AirtelMoney,1760803643114,1,,"TID: PP251018.1707.A59141. Vous avez recu 21000.00 FCFA de  Bello Hissein,63337465. Votre solde est 197800.80 FCFA",,,00000000000,1,-1,0,1760803642000,2,18 oct. 2025 17:07:23,(Unknown)
0,AirtelMoney,1760804046350,1,,"TID: PP251018.1714.B51091. Vous avez recu 50000.00 FCFA de  ISSA GAMANE,66600004. Votre solde est 247800.80 FCFA",,,00000000000,1,-1,0,1760804046000,2,18 oct. 2025 17:14:06,(Unknown)
0,AirtelMoney,1760804523748,1,,"TID: PP251018.1722.A59532. Vous avez recu 36000.00 FCFA de  Yacoub Hissein,60807376. Votre solde est 283800.80 FCFA",,,00000000000,1,-1,0,1760804523000,2,18 oct. 2025 17:22:03,(Unknown)
0,AirtelMoney,1760806658885,1,,"TIDPP251018.1757.B52081.Vous avez envoye 33000.00FCFA a HADJE TOLLI, 63141888 REF1.Solde est 250800.80 FCFA.",,,00000000000,1,-1,0,1760806658000,2,18 oct. 2025 17:57:38,(Unknown)
0,AirtelMoney,1760808301114,1,,"TID: PP251018.1825.B52647. Vous avez recu 15000.00 FCFA de  Ahmat Guelmian ,65125603. Votre solde est 265800.80 FCFA",,,00000000000,1,-1,0,1760808301000,2,18 oct. 2025 18:25:01,(Unknown)
0,AirtelMoney,1760809093304,1,,Vous avez recu une commission de 35.00 FCFA. Trans.ID: MB251018.1838.A97287,,,00000000000,1,-1,0,1760809092000,2,18 oct. 2025 18:38:13,(Unknown)
0,AirtelMoney,1760809520843,1,,"TID:CI251018.1845.B40665 Vous avez envoye 21000.00 FCFA a Bello Adjid,66****00. Le solde de votre compte est  244835.80 FCFA",,,00000000000,1,-1,0,1760809511000,2,18 oct. 2025 18:45:20,(Unknown)
0,AirtelMoney,1760809520985,1,,Vous avez recu une commission de 168.00 FCFA. Trans.ID: CI251018.1845.B40665,,,00000000000,1,-1,0,1760809511000,2,18 oct. 2025 18:45:20,(Unknown)
0,AirtelMoney,1760809604260,1,,Vous avez recu une commission de 2.75 FCFA. Trans.ID: CI251018.1846.A45135,,,00000000000,1,-1,0,1760809603000,2,18 oct. 2025 18:46:44,(Unknown)
0,AirtelMoney,1760810109622,1,,"TIDPP251018.1855.A61792.Vous avez envoye 10500.00FCFA a Yacoub Haroun , 64526784 REF1.Solde est 234335.80 FCFA.",,,00000000000,1,-1,0,1760810110000,2,18 oct. 2025 18:55:09,(Unknown)
0,AirtelMoney,1760810236380,1,,Vous avez recu une commission de 0.50 FCFA. Trans.ID: CI251018.1857.A45369,,,00000000000,1,-1,0,1760810236000,2,18 oct. 2025 18:57:16,(Unknown)
0,AirtelMoney,1760811211845,1,,"TIDPP251018.1913.B53621.Vous avez envoye 1000.00FCFA a Ladji Doumgor, 62611267 REF1.Solde est 233335.80 FCFA.",,,00000000000,1,-1,0,1760811202000,2,18 oct. 2025 19:13:31,(Unknown)
0,AirtelMoney,1760811281105,1,,Vous avez recu une commission de 10.00 FCFA. Trans.ID: MB251018.1914.A99224,,,00000000000,1,-1,0,1760811281000,2,18 oct. 2025 19:14:41,(Unknown)
0,AirtelMoney,1760811598267,1,,"TIDPP251018.1919.B53719.Vous avez envoye 2000.00FCFA a Moussa Padare, 60662400 REF1.Solde est 231345.80 FCFA.",,,00000000000,1,-1,0,1760811589000,2,18 oct. 2025 19:19:58,(Unknown)
0,AirtelMoney,1760811618778,1,,"TIDPP251018.1920.B53725.Vous avez envoye 11500.00FCFA a Ladji Doumgor, 62611267 REF1.Solde est 219845.80 FCFA.",,,00000000000,1,-1,0,1760811618000,2,18 oct. 2025 19:20:18,(Unknown)
0,AirtelMoney,1760811742928,1,,Vous avez recu une commission de 115.00 FCFA. Trans.ID: MB251018.1922.A99610,,,00000000000,1,-1,0,1760811742000,2,18 oct. 2025 19:22:22,(Unknown)
0,AirtelMoney,1760813743623,1,,"TIDPP251018.1955.B54300.Vous avez envoye 2000.00FCFA a Ladji Doumgor, 62611267 REF1.Solde est 217960.80 FCFA.",,,00000000000,1,-1,0,1760813734000,2,18 oct. 2025 19:55:43,(Unknown)
0,AirtelMoney,1760813743834,1,,"TID: PP251018.1955.A62957. Vous avez recu 2000.00 FCFA de  Khadidja Ngarbaroum,60662400. Votre solde est 219960.80 FCFA",,,00000000000,1,-1,0,1760813737000,2,18 oct. 2025 19:55:43,(Unknown)
0,AirtelMoney,1760813784479,1,,Vous avez recu une commission de 20.00 FCFA. Trans.ID: MB251018.1956.A01283,,,00000000000,1,-1,0,1760813784000,2,18 oct. 2025 19:56:24,(Unknown)
0,AirtelMoney,1760814377577,1,,"TID:CI251018.2006.B42187 Vous avez envoye 1000.00 FCFA a Ahmat Nadjita,66****08. Le solde de votre compte est  218980.80 FCFA",,,00000000000,1,-1,0,1760814377000,2,18 oct. 2025 20:06:17,(Unknown)
0,AirtelMoney,1760814378376,1,,Vous avez recu une commission de 8.00 FCFA. Trans.ID: CI251018.2006.B42187,,,00000000000,1,-1,0,1760814378000,2,18 oct. 2025 20:06:18,(Unknown)
0,AirtelMoney,1760814608828,1,,"TIDPP251018.2010.B54507.Vous avez envoye 2500.00FCFA a Ladji Doumgor, 62611267 REF1.Solde est 216480.80 FCFA.",,,00000000000,1,-1,0,1760814609000,2,18 oct. 2025 20:10:08,(Unknown)
0,AirtelMoney,1760814747933,1,,Vous avez recu une commission de 25.00 FCFA. Trans.ID: MB251018.2012.A02021,,,00000000000,1,-1,0,1760814748000,2,18 oct. 2025 20:12:27,(Unknown)
0,AirtelMoney,1760815159262,1,,Vous avez recu une commission de 2.75 FCFA. Trans.ID: CI251018.2019.B42397,,,00000000000,1,-1,0,1760815159000,2,18 oct. 2025 20:19:19,(Unknown)
0,AirtelMoney,1760815943875,1,,Vous avez recu une commission de 2.00 FCFA. Trans.ID: MB251018.2032.A02879,,,00000000000,1,-1,0,1760815943000,2,18 oct. 2025 20:32:23,(Unknown)
0,AirtelMoney,1760856399812,1,,"TIDPP251019.0746.A65494.Vous avez envoye 2000.00FCFA a Ladji Doumgor, 62611267 REF1.Solde est 214507.80 FCFA.",,,00000000000,1,-1,0,1760856390000,2,19 oct. 2025 07:46:39,(Unknown)
0,AirtelMoney,1760856445673,1,,Vous avez recu une commission de 20.00 FCFA. Trans.ID: MB251019.0747.A09912,,,00000000000,1,-1,0,1760856445000,2,19 oct. 2025 07:47:25,(Unknown)
0,AirtelMoney,1760861519650,1,,Vous avez recu une commission de 1.25 FCFA. Trans.ID: CI251019.0911.A50655,,,00000000000,1,-1,0,1760861519000,2,19 oct. 2025 09:11:59,(Unknown)
0,AirtelMoney,1760862349026,1,,"TID: PP251019.0925.A67664. Vous avez recu 5400.00 FCFA de  ALHADJ KODBAYE,66510722. Votre solde est 219927.80 FCFA",,,00000000000,1,-1,0,1760862348000,2,19 oct. 2025 09:25:49,(Unknown)
0,AirtelMoney,1760862419422,1,,"TID: PP251019.0926.B57787. Vous avez recu 3000.00 FCFA de  Assane Gamane,65538200. Votre solde est 222927.80 FCFA",,,00000000000,1,-1,0,1760862419000,2,19 oct. 2025 09:26:59,(Unknown)
0,AirtelMoney,1760862743295,1,,"TIDPP251019.0932.A67809.Vous avez envoye 8400.00FCFA a Zara Abdoulaye, 65198244 REF1.Solde est 214527.80 FCFA.",,,00000000000,1,-1,0,1760862742000,2,19 oct. 2025 09:32:23,(Unknown)
0,AirtelMoney,1760863568883,1,,Vous avez recu une commission de 10.00 FCFA. Trans.ID: MB251019.0946.A14289,,,00000000000,1,-1,0,1760863568000,2,19 oct. 2025 09:46:08,(Unknown)
0,AirtelMoney,1760864386504,1,,Vous avez recu une commission de 8.00 FCFA. Trans.ID: CI251019.0959.A51521,,,00000000000,1,-1,0,1760864386000,2,19 oct. 2025 09:59:46,(Unknown)
0,AirtelMoney,1760864387364,1,,"TID:CI251019.0959.A51521 Vous avez envoye 1000.00 FCFA a Yacoub Padare,68****38. Le solde de votre compte est  213537.80 FCFA",,,00000000000,1,-1,0,1760864386000,2,19 oct. 2025 09:59:47,(Unknown)
0,AirtelMoney,1760865208682,1,,"TID:CI251019.1013.A51770 Vous avez envoye 1000.00 FCFA a HASSAN NGARBAROUM,86****35. Le solde de votre compte est  212537.80 FCFA",,,00000000000,1,-1,0,1760865205000,2,19 oct. 2025 10:13:28,(Unknown)
0,AirtelMoney,1760865208815,1,,Vous avez recu une commission de 8.00 FCFA. Trans.ID: CI251019.1013.A51770,,,00000000000,1,-1,0,1760865205000,2,19 oct. 2025 10:13:28,(Unknown)
0,AirtelMoney,1760865230319,1,,Vous avez recu une commission de 1.00 FCFA. Trans.ID: CI251019.1013.A51775,,,00000000000,1,-1,0,1760865230000,2,19 oct. 2025 10:13:50,(Unknown)
0,AirtelMoney,1760866036730,1,,Vous avez recu une commission de 26.25 FCFA. Trans.ID: PP251019.1027.A69247,,,00000000000,1,-1,0,1760866037000,2,19 oct. 2025 10:27:16,(Unknown)
0,AirtelMoney,1760866059756,1,,Vous avez recu une commission de 0.50 FCFA. Trans.ID: CI251019.1027.A52023,,,00000000000,1,-1,0,1760866060000,2,19 oct. 2025 10:27:39,(Unknown)
0,AirtelMoney,1760866140046,1,,Vous avez recu une commission de 10.00 FCFA. Trans.ID: MB251019.1028.A15889,,,00000000000,1,-1,0,1760866136000,2,19 oct. 2025 10:29:00,(Unknown)
0,AirtelMoney,1760868981341,1,,"TID: PP251019.1116.B60365. Vous avez recu 21000.00 FCFA de  SOULEYMANE MBAIODJIM,60992489. Votre solde est 233547.80 FCFA",,,00000000000,1,-1,0,1760868981000,2,19 oct. 2025 11:16:21,(Unknown)
0,AirtelMoney,1760869063089,1,,"TIDPP251019.1117.A70598.Vous avez envoye 21000.00FCFA a Bello Djasrabe, 60969895 REF1.Solde est 212547.80 FCFA.",,,00000000000,1,-1,0,1760869063000,2,19 oct. 2025 11:17:43,(Unknown)
0,AirtelMoney,1760869143102,1,,"TID:CI251019.1119.A53044 Vous avez envoye 10000.00 FCFA a FATIME DJASRABE,66****58. Le solde de votre compte est  202547.80 FCFA",,,00000000000,1,-1,0,1760869143000,2,19 oct. 2025 11:19:03,(Unknown)
0,AirtelMoney,1760869152800,1,,Vous avez recu une commission de 80.00 FCFA. Trans.ID: CI251019.1119.A53044,,,00000000000,1,-1,0,1760869143000,2,19 oct. 2025 11:19:12,(Unknown)
0,AirtelMoney,1760869596391,1,,"TID:CI251019.1126.A53211 Vous avez envoye 11000.00 FCFA a Souleymane Mbailassem,67****39. Le solde de votre compte est  191547.80 FCFA",,,00000000000,1,-1,0,1760869584000,2,19 oct. 2025 11:26:36,(Unknown)
0,AirtelMoney,1760869596577,1,,Vous avez recu une commission de 88.00 FCFA. Trans.ID: CI251019.1126.A53211,,,00000000000,1,-1,0,1760869584000,2,19 oct. 2025 11:26:36,(Unknown)
0,AirtelMoney,1760869684041,1,,Vous avez recu une commission de 20.00 FCFA. Trans.ID: MB251019.1128.A18049,,,00000000000,1,-1,0,1760869683000,2,19 oct. 2025 11:28:04,(Unknown)
0,AirtelMoney,1760870405967,1,,Vous avez recu une commission de 0.10 FCFA. Trans.ID: CI251019.1140.A53511,,,00000000000,1,-1,0,1760870406000,2,19 oct. 2025 11:40:05,(Unknown)
0,AirtelMoney,1760871099875,1,,Vous avez recu une commission de 1.50 FCFA. Trans.ID: CI251019.1151.A53781,,,00000000000,1,-1,0,1760871099000,2,19 oct. 2025 11:51:39,(Unknown)
0,AirtelMoney,1760871264913,1,,Vous avez recu une commission de 0.25 FCFA. Trans.ID: CI251019.1154.A53842,,,00000000000,1,-1,0,1760871264000,2,19 oct. 2025 11:54:24,(Unknown)
0,AirtelMoney,1760872746427,1,,"TID: PP251019.1219.B61979. Vous avez recu 14250.00 FCFA de  Golo Adjid ,86463427. Votre solde est 205817.80 FCFA",,,00000000000,1,-1,0,1760872744000,2,19 oct. 2025 12:19:06,(Unknown)
0,AirtelMoney,1760873477483,1,,"TID: PP251019.1231.A72750. Vous avez recu 36000.00 FCFA de  Issa Mbailassem,85708937. Votre solde est 241817.80 FCFA",,,00000000000,1,-1,0,1760873477000,2,19 oct. 2025 12:31:17,(Unknown)
0,AirtelMoney,1760874697215,1,,Vous avez recu une commission de 3.50 FCFA. Trans.ID: MO251019.1251.A01780,,,00000000000,1,-1,0,1760874696000,2,19 oct. 2025 12:51:37,(Unknown)
0,AirtelMoney,1760875257833,1,,Vous avez recu une commission de 20.00 FCFA. Trans.ID: MB251019.1300.A21572,,,00000000000,1,-1,0,1760875257000,2,19 oct. 2025 13:00:57,(Unknown)
0,AirtelMoney,1760875720033,1,,"TIDPP251019.1308.A73843.Vous avez envoye 5250.00FCFA a Daoud Mbailassem, 63815461 REF1.Solde est 236591.30 FCFA.",,,00000000000,1,-1,0,1760875711000,2,19 oct. 2025 13:08:40,(Unknown)
0,AirtelMoney,1760875865221,1,,"TID: PP251019.1311.A73913. Vous avez recu 2100.00 FCFA de  SOULEYMANE MBAIODJIM,60992489. Votre solde est 238691.30 FCFA",,,00000000000,1,-1,0,1760875865000,2,19 oct. 2025 13:11:05,(Unknown)
0,AirtelMoney,1760875934960,1,,"TIDPP251019.1312.A73939.Vous avez envoye 2100.00FCFA a Hassan Saboun, 60696925 REF1.Solde est 236591.30 FCFA.",,,00000000000,1,-1,0,1760875926000,2,19 oct. 2025 13:12:14,(Unknown)
0,AirtelMoney,1760876753644,1,,Vous avez recu une commission de 5.50 FCFA. Trans.ID: MB251019.1325.A22417,,,00000000000,1,-1,0,1760876751000,2,19 oct. 2025 13:25:53,(Unknown)
0,AirtelMoney,1760880674733,1,,"TID: PP251019.1431.B65188. Vous avez recu 30000.00 FCFA de  Djibrine Saboun,66638903. Votre solde est 266596.80 FCFA",,,00000000000,1,-1,0,1760880675000,2,19 oct. 2025 14:31:14,(Unknown)
0,AirtelMoney,1760880766892,1,,"TID:CI251019.1432.A56786 Vous avez envoye 1000.00 FCFA a Assane Madjiro,66****69. Le solde de votre compte est  265596.80 FCFA",,,00000000000,1,-1,0,1760880757000,2,19 oct. 2025 14:32:46,(Unknown)
0,AirtelMoney,1760880767084,1,,Vous avez recu une commission de 8.00 FCFA. Trans.ID: CI251019.1432.A56786,,,00000000000,1,-1,0,1760880757000,2,19 oct. 2025 14:32:47,(Unknown)
0,AirtelMoney,1760881187471,1,,"TIDPP251019.1439.A76274.Vous avez envoye 30000.00FCFA a AMINA NGARBAROUM, 60992489 REF1.Solde est 235596.80 FCFA.",,,00000000000,1,-1,0,1760881187000,2,19 oct. 2025 14:39:47,(Unknown)
0,AirtelMoney,1760881353304,1,,Vous avez recu une commission de 5.00 FCFA. Trans.ID: MB251019.1442.A25060,,,00000000000,1,-1,0,1760881352000,2,19 oct. 2025 14:42:33,(Unknown)
0,AirtelMoney,1760881693652,1,,Vous avez recu une commission de 4.00 FCFA. Trans.ID: CI251019.1448.A57027,,,00000000000,1,-1,0,1760881692000,2,19 oct. 2025 14:48:13,(Unknown)
0,AirtelMoney,1760881693807,1,,"TID:CI251019.1448.A57027 Vous avez envoye 500.00 FCFA a Oumar Djasrabe,65****20. Le solde de votre compte est  235101.80 FCFA",,,00000000000,1,-1,0,1760881692000,2,19 oct. 2025 14:48:13,(Unknown)
0,AirtelMoney,1760882046955,1,,Vous avez recu une commission de 3.25 FCFA. Trans.ID: CI251019.1454.A57143,,,00000000000,1,-1,0,1760882046000,2,19 oct. 2025 14:54:06,(Unknown)
0,AirtelMoney,1760882059711,1,,"TID: PP251019.1454.B65773. Vous avez recu 15600.00 FCFA de  ALHADJ KODBAYE,66510722. Votre solde est 250701.80 FCFA",,,00000000000,1,-1,0,1760882059000,2,19 oct. 2025 14:54:19,(Unknown)
0,AirtelMoney,1760882323388,1,,"TIDPP251019.1458.B65872.Vous avez envoye 15600.00FCFA a OUSMANE REOUNODJI, 69220773 REF1.Solde est 235101.80 FCFA.",,,00000000000,1,-1,0,1760882319000,2,19 oct. 2025 14:58:43,(Unknown)
0,AirtelMoney,1760883631545,1,,Vous avez recu une commission de 35.00 FCFA. Trans.ID: PP251019.1520.B66420,,,00000000000,1,-1,0,1760883631000,2,19 oct. 2025 15:20:31,(Unknown)
0,AirtelMoney,1760884482793,1,,Vous avez recu une commission de 8.00 FCFA. Trans.ID: CI251019.1534.B52006,,,00000000000,1,-1,0,1760884474000,2,19 oct. 2025 15:34:42,(Unknown)
0,AirtelMoney,1760884482910,1,,"TID:CI251019.1534.B52006 Vous avez envoye 1000.00 FCFA a Souleymane Ousmane,65****93. Le solde de votre compte est  234101.80 FCFA",,,00000000000,1,-1,0,1760884474000,2,19 oct. 2025 15:34:42,(Unknown)
0,AirtelMoney,1760884596766,1,,Vous avez recu une commission de 10.00 FCFA. Trans.ID: MB251019.1536.A26909,,,00000000000,1,-1,0,1760884596000,2,19 oct. 2025 15:36:36,(Unknown)
0,AirtelMoney,1760884932086,1,,"TID:CI251019.1542.B52106 Vous avez envoye 5500.00 FCFA a Alhadj Dingamnayal,63****27. Le solde de votre compte est  228611.80 FCFA",,,00000000000,1,-1,0,1760884923000,2,19 oct. 2025 15:42:12,(Unknown)
0,AirtelMoney,1760884932168,1,,Vous avez recu une commission de 44.00 FCFA. Trans.ID: CI251019.1542.B52106,,,00000000000,1,-1,0,1760884923000,2,19 oct. 2025 15:42:12,(Unknown)
0,AirtelMoney,1760884988338,1,,"TID:CI251019.1542.B52121 Vous avez envoye 2400.00 FCFA a Dana Laoukein,68****79. Le solde de votre compte est  226211.80 FCFA",,,00000000000,1,-1,0,1760884979000,2,19 oct. 2025 15:43:08,(Unknown)
0,AirtelMoney,1760884988580,1,,Vous avez recu une commission de 19.20 FCFA. Trans.ID: CI251019.1542.B52121,,,00000000000,1,-1,0,1760884979000,2,19 oct. 2025 15:43:08,(Unknown)
0,AirtelMoney,1760886387370,1,,Vous avez recu une commission de 19.20 FCFA. Trans.ID: CI251019.1606.B52514,,,00000000000,1,-1,0,1760886378000,2,19 oct. 2025 16:06:27,(Unknown)
0,AirtelMoney,1760886387527,1,,"TID:CI251019.1606.B52514 Vous avez envoye 2400.00 FCFA a DANA BEGUY,68****77. Le solde de votre compte est  223811.80 FCFA",,,00000000000,1,-1,0,1760886378000,2,19 oct. 2025 16:06:27,(Unknown)
0,AirtelMoney,1760886535891,1,,"TID:CI251019.1608.B52579 Vous avez envoye 100.00 FCFA a DANA BEGUY,68****77. Le solde de votre compte est  223711.80 FCFA",,,00000000000,1,-1,0,1760886535000,2,19 oct. 2025 16:08:55,(Unknown)
0,AirtelMoney,1760886536053,1,,Vous avez recu une commission de 0.80 FCFA. Trans.ID: CI251019.1608.B52579,,,00000000000,1,-1,0,1760886535000,2,19 oct. 2025 16:08:56,(Unknown)
0,AirtelMoney,1760886921160,1,,"TID:CI251019.1615.B52703 Vous avez envoye 1000.00 FCFA a Souleymane Ousmane,65****93. Le solde de votre compte est  222711.80 FCFA",,,00000000000,1,-1,0,1760886921000,2,19 oct. 2025 16:15:21,(Unknown)
